source_name,table_name,column_data_type,column_name,enriched,column_data_mode,tag_version,data_criticality,column_description,attribute_type,sensitivity_type,policy_tag,operation,table_version
IAG,iag_cgu_risk_motor_analytical,TIMESTAMP,md_row_effective_date,FALSE,REQUIRED,1,Not assessed,"Gives the update time of the record in the GW system, sometimes if it is the initial create / update time - it will be displayed as 1900-01-01 00:00:00",Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_risk_property_analytical,STRING,policy_number,FALSE,NULLABLE,1,Not assessed,The Policy Identifier that Customer receives,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_risk_property_analytical,STRING,term_number,FALSE,REQUIRED,1,Not assessed,"The term number of a policy. For migrated policy, the term number of migration renewal term will start from 1",Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_risk_property_analytical,STRING,policy_period,FALSE,REQUIRED,1,Not assessed,Policy Period ID,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_risk_property_analytical,STRING,quote_number,FALSE,NULLABLE,1,Not assessed,The Quote Identifier that Customer receives,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_risk_property_analytical,STRING,job_name,FALSE,REQUIRED,1,Not assessed,"The name of a policy transaction (i.e policy job), e.g. Cancellation / Policy Change / Reinstatement / Submission / Renewal",Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_risk_property_analytical,STRING,job_number,FALSE,REQUIRED,1,Not assessed,"A business identifier of a job, if the job is submission, then job number will be the same as quote number. ",Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_risk_property_analytical,STRING,policy_status_name,FALSE,REQUIRED,1,Not assessed,"The status of a job. For Cancellation / Reinstatement / Policy Change, the policy Status will always be Bound. For Submission, status could be quoted or bound (or any other final status e.g. Decline, Withdrawn, Not Taken). For Renewal, status could be Renewing or Bound (or any other final status e.g. Not-Taken, Not Renewed, Withdrawn)",Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_risk_property_analytical,INTEGER,asset_number,FALSE,REQUIRED,1,Not assessed,An identifier of a risk / cover. Will not change throughout the Risk life cycle. ,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_risk_property_analytical,STRING,brand_name,FALSE,REQUIRED,1,Not assessed,Always going to be {partner},Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_risk_property_analytical,STRING,product_name,FALSE,REQUIRED,1,Not assessed,"The name of the product, it could be Home / Car / Landlord.",Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_risk_property_analytical,STRING,risk_id,FALSE,NULLABLE,1,Not assessed,Policy Period ID,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_risk_property_analytical,TIMESTAMP,risk_term_start_date,FALSE,REQUIRED,1,Not assessed,The term start date of a Risk. It could be different to a policy term start date if a risk is added mid term. ,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_risk_property_analytical,TIMESTAMP,risk_term_end_date,FALSE,REQUIRED,1,Not assessed,The term end date of a Risk. ,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_risk_property_analytical,TIMESTAMP,risk_effective_date,FALSE,REQUIRED,1,Not assessed,The effective start date of a risk for the policy period / transaction.,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_risk_property_analytical,TIMESTAMP,risk_expiration_date,FALSE,REQUIRED,1,Not assessed,The effective end date of a risk for the policy period / transaction. ,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_risk_property_analytical,TIMESTAMP,job_close_date,FALSE,REQUIRED,1,Not assessed,"The finalization date of a policy transaction. It will ONLY be populated when a policy transaction achieves a final status (e.g. Bound, Not Taken, Decline). However, {partner} have requested IF this is NULL, then populate the Written_date's value into this field so to help design CDC",Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_risk_property_analytical,INTEGER,risk_term_number,FALSE,NULLABLE,1,Not assessed,The Risk term number. Could be different to a policy term start date if a risk is added in subsequent renewal term. ,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_risk_property_analytical,STRING,risk_type_name_derived,FALSE,REQUIRED,1,Not assessed,"A derived risk type - if a Property is covered by both building and contents, meanwhile this file will have two lines, (one line populating building relevant information and the other line will indicate contents information), this field will indicate Building and Contents ",Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_risk_property_analytical,STRING,risk_type_name,FALSE,REQUIRED,1,Not assessed,"Indicate the cover type of a risk, it will be either building or contents. ",Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_risk_property_analytical,STRING,product_model_variation_name,FALSE,REQUIRED,1,Not assessed,"Indicate the tier of risk the customer opt in. For the immediate {partner} release, IAG will be offering Gold Product for Comprehensive, however this tier might be expanded in future.",Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_risk_property_analytical,NUMERIC,sum_insured,FALSE,REQUIRED,1,Not assessed,The sum insured amount of the building cover / content cover. ,Native,FIN.sum_insured,Confidential-A-V1.Financial,I,1
IAG,iag_cgu_risk_property_analytical,NUMERIC,risk_added_bound_volume,FALSE,NULLABLE,1,Not assessed,A Boolean to indicate a risk being added during a policy transaction. ,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_risk_property_analytical,NUMERIC,risk_removed_bound_volume,FALSE,NULLABLE,1,Not assessed,A Boolean to indicate a risk being removed during a policy transaction. ,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_risk_property_analytical,STRING,risk_cancellation_type,FALSE,NULLABLE,1,Not assessed,The cancellation type to indicate if a risk has been removed Mid term or Flat. ,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_risk_property_analytical,TIMESTAMP,risk_cancellation_date,FALSE,NULLABLE,1,Not assessed,The cancellation/risk removal effective date for a risk.,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_risk_property_analytical,STRING,risk_removed_reasoncode,FALSE,NULLABLE,1,Not assessed,The cancellation reason for a cancellation / risk removal,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_risk_property_analytical,STRING,risk_removed_subreasoncode,FALSE,NULLABLE,1,Not assessed,The sub cancellation reason for a cancellation / risk removal. ,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_risk_property_analytical,STRING,risk_migrated_flag,FALSE,NULLABLE,1,Not assessed,A Y/N to indicate if a risk is being migrated from a Heritage system. ,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_risk_property_analytical,STRING,campaign_code,FALSE,NULLABLE,1,Not assessed,The Campaign code that a risk entitles. ,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_risk_property_analytical,STRING,partnership_campaign,FALSE,NULLABLE,1,Not assessed,A Y/N to indicate if a risk is entitled to a Partner ship campaign. ,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_risk_property_analytical,STRING,giftcard_campaign,FALSE,NULLABLE,1,Not assessed,A Y/N to indicate if a risk is entitled to a gift card campaign.,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_risk_property_analytical,STRING,flat_unit_number,FALSE,NULLABLE,1,Not assessed,Risk Address details.,Native,PII.flat_unit_number,Confidential-PII-Customer-A-V1.Customer-Contact_Method.Customer-Address,I,1
IAG,iag_cgu_risk_property_analytical,STRING,flat_unit_type_name,FALSE,NULLABLE,1,Not assessed,Risk Address details.,Native,PII.flat_unit_type_name,Confidential-PII-Customer-A-V1.Customer-Contact_Method.Customer-Address,I,1
IAG,iag_cgu_risk_property_analytical,STRING,floor_level_number,FALSE,NULLABLE,1,Not assessed,Risk Address details.,Native,PII.floor_level_number,Confidential-PII-Customer-A-V1.Customer-Contact_Method.Customer-Address,I,1
IAG,iag_cgu_risk_property_analytical,STRING,floor_level_type_name,FALSE,NULLABLE,1,Not assessed,Risk Address details.,Native,PII.floor_level_type_name,Confidential-PII-Customer-A-V1.Customer-Contact_Method.Customer-Address,I,1
IAG,iag_cgu_risk_property_analytical,STRING,house_number,FALSE,NULLABLE,1,Not assessed,Risk Address details.,Native,PII.house_number,Confidential-PII-Customer-A-V1.Customer-Contact_Method.Customer-Address,I,1
IAG,iag_cgu_risk_property_analytical,STRING,lot_number,FALSE,NULLABLE,1,Not assessed,Risk Address details.,Native,PII.lot_number,Confidential-PII-Customer-A-V1.Customer-Contact_Method.Customer-Address,I,1
IAG,iag_cgu_risk_property_analytical,STRING,street_direction_type_name,FALSE,NULLABLE,1,Not assessed,Risk Address details.,Native,PII.street_direction_type_name,Confidential-PII-Customer-A-V1.Customer-Contact_Method.Customer-Address,I,1
IAG,iag_cgu_risk_property_analytical,STRING,street_name,FALSE,NULLABLE,1,Not assessed,Risk Address details.,Native,PII.street_name,Confidential-PII-Customer-A-V1.Customer-Contact_Method.Customer-Address,I,1
IAG,iag_cgu_risk_property_analytical,STRING,street_type_name,FALSE,NULLABLE,1,Not assessed,Risk Address details.,Native,PII.street_type_name,Confidential-PII-Customer-A-V1.Customer-Contact_Method.Customer-Address,I,1
IAG,iag_cgu_risk_property_analytical,STRING,address_line_1,FALSE,NULLABLE,1,Not assessed,Risk Address details.,Native,PII.address_line_1,Confidential-PII-Customer-A-V1.Customer-Contact_Method.Customer-Address,I,1
IAG,iag_cgu_risk_property_analytical,STRING,address_line_2,FALSE,NULLABLE,1,Not assessed,Risk Address details.,Native,PII.address_line_2,Confidential-PII-Customer-A-V1.Customer-Contact_Method.Customer-Address,I,1
IAG,iag_cgu_risk_property_analytical,STRING,suburb,FALSE,NULLABLE,1,Not assessed,Risk Address details.,Native,PII.suburb,Confidential-PII-Customer-A-V1.Customer-Contact_Method.Customer-Address,I,1
IAG,iag_cgu_risk_property_analytical,STRING,city,FALSE,NULLABLE,1,Not assessed,Risk Address details.,Native,PII.city,Confidential-PII-Customer-A-V1.Customer-Contact_Method.Customer-Address,I,1
IAG,iag_cgu_risk_property_analytical,STRING,state_name,FALSE,NULLABLE,1,Not assessed,Risk Address details.,Native,PII.state_name,Confidential-PII-Customer-A-V1.Customer-Contact_Method.Customer-Address,I,1
IAG,iag_cgu_risk_property_analytical,STRING,country_name,FALSE,NULLABLE,1,Not assessed,Risk Address details.,Native,PII.country_name,Confidential-PII-Customer-A-V1.Customer-Contact_Method.Customer-Address,I,1
IAG,iag_cgu_risk_property_analytical,STRING,postal_code,FALSE,NULLABLE,1,Not assessed,Risk Address details.,Native,PII.postal_code,Confidential-PII-Customer-A-V1.Customer-Contact_Method.Customer-Address,I,1
IAG,iag_cgu_risk_property_analytical,STRING,has_own_insurance_cover_flag,FALSE,NULLABLE,1,Not assessed,Does building has own insurance cover. (Building cover specific),Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_risk_property_analytical,STRING,has_strata_body_corp_flag,FALSE,NULLABLE,1,Not assessed,Does building have strata or a body corporate. (Building cover specific),Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_risk_property_analytical,STRING,building_motor_burnout_coverage_flag,FALSE,NULLABLE,1,Not assessed,Does building cover including motor burnout coverage. ,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_risk_property_analytical,STRING,building_accidental_damage_coverage_flag,FALSE,NULLABLE,1,Not assessed,Does building cover including the accidental damage coverage. ,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_risk_property_analytical,STRING,landlord_rent_default_with_or_without_contents_flag,FALSE,NULLABLE,1,Not assessed,Does landlord policy include rent default coverage? ,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_risk_property_analytical,STRING,landlord_rent_default_with_or_without_contents_limit_other,FALSE,NULLABLE,1,Not assessed,What is the limit for the rent default coverage? ,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_risk_property_analytical,STRING,contents_motor_burnout_coverage_flag,FALSE,NULLABLE,1,Not assessed,Does contents cover including motor burnout coverage.,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_risk_property_analytical,STRING,contents_accidental_damage_coverage_flag,FALSE,NULLABLE,1,Not assessed,Does contents cover including accidental damage coverage.,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_risk_property_analytical,STRING,landlord_rent_default_contents_only_flag,FALSE,NULLABLE,1,Not assessed,Does landlord policy cover rental default? ,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_risk_property_analytical,STRING,landlord_rent_default_contents_only_limit_other,FALSE,NULLABLE,1,Not assessed,What is the limits for the landlord rent default? ,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_risk_property_analytical,STRING,levels_in_building_type_name,FALSE,NULLABLE,1,Not assessed,The level of the risk property. ,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_risk_property_analytical,NUMERIC,weekly_rental_amount,FALSE,NULLABLE,1,Not assessed,The Weekly rental amount for a landlord policy. ,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_risk_property_analytical,STRING,dwelling_property_type_name,FALSE,NULLABLE,1,Not assessed,The type of dwelling for the property. ,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_risk_property_analytical,NUMERIC,portable_sporting_items,FALSE,NULLABLE,1,Not assessed,The Portable Sporting item's sum insured amount after increased else populate with the standard. ,Native,FIN.portable_sporting_items,Confidential-A-V1.Financial,I,1
IAG,iag_cgu_risk_property_analytical,NUMERIC,portable_mobility_scooters,FALSE,NULLABLE,1,Not assessed,The Portable Mobility scooters' sum insured amount after increased else populate with the standard.,Native,FIN.portable_mobility_scooters,Confidential-A-V1.Financial,I,1
IAG,iag_cgu_risk_property_analytical,NUMERIC,portable_electronicitems,FALSE,NULLABLE,1,Not assessed,The Portable Electronic items' sum insured amount after increased else populate with the standard. ,Native,FIN.portable_electronicitems,Confidential-A-V1.Financial,I,1
IAG,iag_cgu_risk_property_analytical,NUMERIC,portable_luggage,FALSE,NULLABLE,1,Not assessed,The Portable Luggage' sum insured amount after increased else populate with the standard.,Native,FIN.portable_luggage,Confidential-A-V1.Financial,I,1
IAG,iag_cgu_risk_property_analytical,NUMERIC,portable_jewellery,FALSE,NULLABLE,1,Not assessed,The Portable Jewellery' sum insured amount after increased else populate with the standard.,Native,FIN.portable_jewellery,Confidential-A-V1.Financial,I,1
IAG,iag_cgu_risk_property_analytical,NUMERIC,valuable_worksofart,FALSE,NULLABLE,1,Not assessed,The Valuable Works of Arts' sum insured amount after increased else populate with the standard.,Native,FIN.valuable_worksofart,Confidential-A-V1.Financial,I,1
IAG,iag_cgu_risk_property_analytical,NUMERIC,valuable_collections,FALSE,NULLABLE,1,Not assessed,The Valuable Collection' sum insured amount after increased else populate with the standard.,Native,FIN.valuable_collections,Confidential-A-V1.Financial,I,1
IAG,iag_cgu_risk_property_analytical,STRING,finance_provider_name,FALSE,NULLABLE,1,Not assessed,"Providing the finance provider associated with the risk. If any partner is not {partner}, then the name will be de-masked as 'Other'",Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_risk_property_analytical,STRING,gnaf_id,FALSE,NULLABLE,1,Not assessed,GNAF information for a risk address,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_risk_property_analytical,TIMESTAMP,md_row_effective_date,FALSE,REQUIRED,1,Not assessed,"Gives the update time of the record in the GW system, sometimes if it is the initial create / update time - it will be displayed as 1900-01-01 00:00:00",Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_party_analytical,STRING,policy_number,FALSE,NULLABLE,1,Not assessed,The Policy Identifier that Customer receives,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_party_analytical,STRING,term_number,FALSE,REQUIRED,1,Not assessed,"The term number of a policy. For migrated policy, the term number of migration renewal term will start from 1",Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_party_analytical,STRING,policy_period,FALSE,REQUIRED,1,Not assessed,Policy Period ID,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_party_analytical,STRING,quote_number,FALSE,NULLABLE,1,Not assessed,The Quote Identifier that Customer receives,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_party_analytical,STRING,job_name,FALSE,REQUIRED,1,Not assessed,"The name of a policy transaction (i.e policy job), e.g. Cancellation / Policy Change / Reinstatement / Submission / Renewal",Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_party_analytical,STRING,job_number,FALSE,REQUIRED,1,Not assessed,"A business identifier of a job, if the job is submission, then job number will be the same as quote number. ",Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_party_analytical,STRING,policy_status_name,FALSE,REQUIRED,1,Not assessed,"The status of a job. For Cancellation / Reinstatement / Policy Change, the policy Status will always be Bound. For Submission, status could be quoted or bound (or any other final status e.g. Decline, Withdrawn, Not Taken). For Renewal, status could be Renewing or Bound (or any other final status e.g. Not-Taken, Not Renewed, Withdrawn)",Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_party_analytical,INTEGER,asset_number,FALSE,NULLABLE,1,Not assessed,Refer risk file. ,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_party_analytical,STRING,brand_name,FALSE,REQUIRED,1,Not assessed,"The brand the policy belongs to, Will always be {partner}.",Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_party_analytical,TIMESTAMP,job_close_date,FALSE,REQUIRED,1,Not assessed,"The finalization date of a policy transaction. It will ONLY be populated when a policy transaction achieves a final status (e.g. Bound, Not Taken, Decline). However, {partner} have requested IF this is NULL, then populate the Written_date's value into this field so to help design CDC",Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_party_analytical,STRING,alternate_party_id,FALSE,REQUIRED,1,Not assessed,The IAG's identifier of a party.,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_party_analytical,STRING,partner_party_id,FALSE,NULLABLE,1,Not assessed,The {partner}'s identifier of a party.,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_party_analytical,STRING,party_role,FALSE,REQUIRED,1,Not assessed,"The Roles the party is playing. Could be either PNI / ANI / Driver / Additional Interest (Finance Provider). If a party is playing more then one role for a policy / risk at a point in time, this field will aggregate the values with a comma. ",Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_party_analytical,STRING,party_type_name,FALSE,REQUIRED,1,Not assessed,"The Type of a Party, could be either a person or an organisation.",Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_party_analytical,STRING,party_name,FALSE,NULLABLE,1,Not assessed,The Organisation's Name. ,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_party_analytical,STRING,title,FALSE,NULLABLE,1,Not assessed,The Title of a person,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_party_analytical,STRING,first_name,FALSE,NULLABLE,1,Not assessed,The Primary name of a person ,Native,PII.first_name,Confidential-PII-Customer-A-V1.Customer-Name.Customer-First_Name,I,1
IAG,iag_cgu_party_analytical,STRING,middle_name,FALSE,NULLABLE,1,Not assessed,The Middle name of a person,Native,PII.middle_name,Confidential-PII-Customer-A-V1.Customer-Name.Customer-Middle_Name,I,1
IAG,iag_cgu_party_analytical,STRING,last_name,FALSE,NULLABLE,1,Not assessed,The Surname of a person,Native,PII.last_name,Confidential-PII-Customer-A-V1.Customer-Name.Customer-First_Name,I,1
IAG,iag_cgu_party_analytical,STRING,gender_name,FALSE,NULLABLE,1,Not assessed,The Gender of an individual. ,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_party_analytical,DATE,date_of_birth,FALSE,NULLABLE,1,Not assessed,The Date of birth for an individual.,Native,PII.date_of_birth,Confidential-PII-Customer-A-V1.Customer-Dob,I,1
IAG,iag_cgu_party_analytical,STRING,primary_address_line_1,FALSE,NULLABLE,1,Not assessed,The correspondence address for the party.,Native,PII.primary_address_line_1,Confidential-PII-Customer-A-V1.Customer-Contact_Method.Customer-Address,I,1
IAG,iag_cgu_party_analytical,STRING,primary_address_line_2,FALSE,NULLABLE,1,Not assessed,The correspondence address for the party.,Native,PII.primary_address_line_2,Confidential-PII-Customer-A-V1.Customer-Contact_Method.Customer-Address,I,1
IAG,iag_cgu_party_analytical,STRING,primary_address_suburb,FALSE,NULLABLE,1,Not assessed,The correspondence address for the party.,Native,PII.primary_address_suburb,Confidential-PII-Customer-A-V1.Customer-Contact_Method.Customer-Address,I,1
IAG,iag_cgu_party_analytical,STRING,primary_address_postal_code,FALSE,NULLABLE,1,Not assessed,The correspondence address for the party.,Native,PII.primary_address_postal_code,Confidential-PII-Customer-A-V1.Customer-Contact_Method.Customer-Address,I,1
IAG,iag_cgu_party_analytical,STRING,primary_address_state_name,FALSE,NULLABLE,1,Not assessed,The correspondence address for the party.,Native,PII.primary_address_state_name,Confidential-PII-Customer-A-V1.Customer-Contact_Method.Customer-Address,I,1
IAG,iag_cgu_party_analytical,STRING,primary_address_country_name,FALSE,NULLABLE,1,Not assessed,The correspondence address for the party.,Native,PII.primary_address_country_name,Confidential-PII-Customer-A-V1.Customer-Contact_Method.Customer-Address,I,1
IAG,iag_cgu_party_analytical,STRING,primary_address_type_name,FALSE,NULLABLE,1,Not assessed,The correspondence address for the party.,Native,PII.primary_address_type_name,Confidential-PII-Customer-A-V1.Customer-Contact_Method.Customer-Address,I,1
IAG,iag_cgu_party_analytical,STRING,primary_email_address,FALSE,NULLABLE,1,Not assessed,The email address a person prefer to be contacted. ,Native,PII.primary_email_address,Confidential-PII-Customer-A-V1.Customer-Contact_Method.Customer-Email,I,1
IAG,iag_cgu_party_analytical,STRING,employee_type_name,FALSE,NULLABLE,1,Not assessed,Whether the Party is an {partner} staff. ,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_party_analytical,STRING,employee_number,FALSE,NULLABLE,1,Not assessed,{partner}'s employee number passed from {partner},Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_party_analytical,STRING,marketing_consent_flag,FALSE,NULLABLE,1,Not assessed,The Marketing consent information the party provided to IAG. Please double refer with IAG's marketing consent team of usage of this information. ,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_party_analytical,STRING,anonymous_flag,FALSE,NULLABLE,1,Not assessed,"Whether the Party is anonymous. (Anonymous quote is not a Day 1 scope for {partner}, only reserved for future extension). ",Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_party_analytical,STRING,finance_provider_name,FALSE,NULLABLE,1,Not assessed,The legal finance provider's name. Will only be populated if the party is populating as a finance provider,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_party_analytical,STRING,contact_mobile_phone,FALSE,NULLABLE,1,Not assessed,The mobile number of a contact.,Native,PII.contact_mobile_phone,Confidential-PII-Customer-A-V1.Customer-Contact_Method.Customer-Telephone_Number,I,1
IAG,iag_cgu_party_analytical,STRING,contact_home_phone,FALSE,NULLABLE,1,Not assessed,The home number of a contact.,Native,PII.contact_home_phone,Confidential-PII-Customer-A-V1.Customer-Contact_Method.Customer-Telephone_Number,I,1
IAG,iag_cgu_party_analytical,STRING,contact_work_phone,FALSE,NULLABLE,1,Not assessed,The work number of a contact. ,Native,PII.contact_work_phone,Confidential-PII-Customer-A-V1.Customer-Contact_Method.Customer-Telephone_Number,I,1
IAG,iag_cgu_party_analytical,TIMESTAMP,md_row_effective_date,FALSE,REQUIRED,1,Not assessed,"Gives the update time of the record in the GW system, sometimes if it is the initial create / update time - it will be displayed as 1900-01-01 00:00:00",Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_policy_on_risk_analytical,STRING,bulk_data_policy_onrisk_key,FALSE,REQUIRED,1,Not assessed,Concatenation of Business Key for this file,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_policy_on_risk_analytical,STRING,policy_number,FALSE,REQUIRED,1,Not assessed,The Policy number indicate a policy is on risk. ,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_policy_on_risk_analytical,STRING,policy_period,FALSE,REQUIRED,1,Not assessed,Policy Period ID,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_policy_on_risk_analytical,STRING,risk_id,FALSE,NULLABLE,1,Not assessed,Risk ID,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_policy_on_risk_analytical,STRING,term_number,FALSE,REQUIRED,1,Not assessed,"The term number of a policy. For migrated policy, the term number of migration renewal term will start from 1",Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_policy_on_risk_analytical,INTEGER,asset_number,FALSE,REQUIRED,1,Not assessed,The Risk Cover indicates the cover is on risk. ,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_policy_on_risk_analytical,STRING,product_name,FALSE,REQUIRED,1,Not assessed,The Product the policy belongs to. ,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_policy_on_risk_analytical,STRING,policy_line_name,FALSE,REQUIRED,1,Not assessed,The Policy Line name,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_policy_on_risk_analytical,STRING,brand_name,FALSE,REQUIRED,1,Not assessed,"The Brand of a Policy, will always be {partner}.",Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_policy_on_risk_analytical,DATETIME,as_at_date,FALSE,NULLABLE,1,Not assessed,"As per latest requirement from {partner}, default to NULL in the extract otherwise {partner} not able to correctly detect Delta ",Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_policy_on_risk_analytical,DATETIME,in_force_date,FALSE,NULLABLE,1,Not assessed,"As per latest requirement from {partner}, default to NULL in the extract otherwise {partner} not able to correctly detect Delta ",Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_policy_on_risk_analytical,STRING,party_role,FALSE,REQUIRED,1,Not assessed,"The Party Role the Person is playing with regard to the ON risk Policy, could be either a Primary Name Insured OR additional Name Insured",Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_policy_on_risk_analytical,STRING,alternate_party_id,FALSE,REQUIRED,1,Not assessed,The IAG's internal Party ID for the PNI / ANI.,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_policy_on_risk_analytical,STRING,partner_party_id,FALSE,NULLABLE,1,Not assessed,The {partner}'s identifier for a party. Could occasionally be NULL for an ANI. ,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_policy_operational,STRING,policy_number,FALSE,NULLABLE,1,Not assessed,Guidewire Policy Number,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_policy_operational,STRING,policy_period,FALSE,REQUIRED,1,Not assessed,Policy Period ID,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_policy_operational,STRING,quote_number,FALSE,NULLABLE,1,Not assessed,Quote Identifier,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_policy_operational,INTEGER,term_number,FALSE,REQUIRED,1,Not assessed,"The term number of a policy. For migrated policy, the term number of migration renewal term will start from 1",Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_policy_operational,DATE,term_start_date,FALSE,REQUIRED,1,Not assessed,The start date of the policy term,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_policy_operational,DATE,term_end_date,FALSE,REQUIRED,1,Not assessed,The end date of the policy term,Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_policy_operational,STRING,legacy_policy_number,FALSE,NULLABLE,1,Not assessed,"For migrated policy, this is the policy number of the legacy source system",Native,Non-sensitive,Internal-A-V1,I,1
IAG,iag_cgu_policy_operational,NUMERIC,risk_id,FALSE,REQUIRED,1,Not assessed,Coverable / Risk identifier,Native,Non-sensitive,Internal-A-V1,I,1
